city,pollutant,mean_pollution,day,month,year,month_name
Toronto,NO,12.75,29,5,2002,May
Toronto,NO,9.375,30,5,2002,May
Toronto,NO,7.5,31,5,2002,May
Toronto,NO,5.125,1,6,2002,NA
Toronto,NO,5.791666666666667,2,6,2002,NA
Toronto,NO,20.75,3,6,2002,NA
Toronto,NO,8.875,4,6,2002,NA
Toronto,NO,25.083333333333332,5,6,2002,NA
Toronto,NO,9.5,6,6,2002,NA
Toronto,NO,14.083333333333334,7,6,2002,NA
Toronto,NO,12.708333333333334,8,6,2002,NA
Toronto,NO,5.041666666666667,9,6,2002,NA
Toronto,NO,5.416666666666667,10,6,2002,NA
Toronto,NO,14.333333333333334,11,6,2002,NA
Toronto,NO,10.083333333333334,12,6,2002,NA
Toronto,NO,4.083333333333333,13,6,2002,NA
Toronto,NO,2.2083333333333335,14,6,2002,NA
Toronto,NO,2.2083333333333335,15,6,2002,NA
Toronto,NO,6.708333333333333,16,6,2002,NA
Toronto,NO,27.5,17,6,2002,NA
Toronto,NO,30.291666666666668,18,6,2002,NA
Toronto,NO,18.583333333333332,19,6,2002,NA
Toronto,NO,4,20,6,2002,NA
Toronto,NO,9.208333333333334,21,6,2002,NA
Toronto,NO,8.708333333333334,22,6,2002,NA
Toronto,NO,5.125,23,6,2002,NA
Toronto,NO,2.3333333333333335,24,6,2002,NA
Toronto,NO,6.125,25,6,2002,NA
Toronto,NO,9.541666666666666,26,6,2002,NA
Toronto,NO,9.625,27,6,2002,NA
Toronto,NO,14.166666666666666,28,6,2002,NA
Toronto,NO,11.666666666666666,29,6,2002,NA
Toronto,NO,5.416666666666667,30,6,2002,NA
Toronto,NO,3.3333333333333335,1,7,2002,NA
Toronto,NO,8.625,2,7,2002,NA
Toronto,NO,7.625,3,7,2002,NA
Toronto,NO,7.791666666666667,4,7,2002,NA
Toronto,NO,11.25,5,7,2002,NA
Toronto,NO,7.5,6,7,2002,NA
Toronto,NO,5.583333333333333,7,7,2002,NA
