File generated on // Fichier créé sur ,23/09/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant, CO // CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm // ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available. // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant,NAPS ID // Identifiant SNPA,City // Ville,P/T // P/T,Latitude // Latitude,Longitude // Longitude,Date // Date,H01 // H01,H02 // H02,H03 // H03,H04 // H04,H05 // H05,H06 // H06,H07 // H07,H08 // H08,H09 // H09,H10 // H10,H11 // H11,H12 // H12,H13 // H13,H14 // H14,H15 // H15,H16 // H16,H17 // H17,H18 // H18,H19 // H19,H20 // H20,H21 // H21,H22 // H22,H23 // H23,H24 // H24
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161222,0.26,0.23,0.26,-999,0.22,0.22,0.35,0.36,0.33,0.33,0.19,0.16,0.24,0.18,0.18,0.21,0.33,0.25,0.27,0.22,0.16,0.17,0.27,0.34
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161223,0.28,0.26,0.22,0.28,0.23,0.37,0.38,0.29,0.27,0.28,0.29,0.31,0.33,0.46,0.42,0.46,0.58,0.51,0.5,0.53,0.56,0.46,0.54,0.56
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161224,0.42,0.5,0.63,0.52,0.42,0.4,0.45,0.45,0.44,0.53,0.58,0.38,0.42,0.24,0.21,0.21,0.19,0.2,0.22,0.25,0.2,0.23,0.31,0.22
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161225,0.27,0.3,0.24,-999,0.17,0.15,0.14,0.14,0.22,0.22,0.2,0.19,0.17,0.17,0.16,0.3,0.42,0.47,0.17,0.2,0.23,0.28,0.26,0.22
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161226,0.27,0.26,0.24,0.23,0.22,0.25,0.23,0.22,0.23,0.21,0.25,0.26,0.37,0.27,0.23,0.3,0.33,0.32,0.28,0.24,0.22,0.22,0.2,0.17
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161227,0.15,0.17,0.18,0.18,0.21,0.16,0.15,0.16,0.18,0.17,0.17,0.19,0.19,0.17,0.19,0.18,0.22,0.45,0.32,0.31,0.28,0.34,0.39,0.3
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161228,0.27,0.22,0.18,-999,0.18,0.19,0.21,0.2,0.16,0.16,0.15,0.15,0.18,0.3,0.23,0.22,0.2,0.19,0.19,0.17,0.15,0.15,0.15,0.15
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161229,0.14,0.17,0.18,-999,0.14,0.15,0.18,0.23,0.14,0.16,0.16,0.16,0.16,0.16,0.3,0.36,0.44,0.36,0.45,0.52,0.58,0.57,0.53,0.49
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161230,0.4,0.36,0.38,0.29,0.32,0.4,0.33,0.27,0.37,0.36,-999,-999,0.27,0.31,0.35,0.31,0.39,0.59,0.46,0.46,0.36,0.37,0.29,0.35
CO,101501,Maple Ridge,BC,49.21494,-122.582057,20161231,0.36,0.31,0.34,0.26,0.22,0.25,0.27,0.26,0.28,0.31,0.31,0.21,0.26,0.19,0.17,0.19,0.2,0.27,0.24,0.21,0.27,0.31,0.27,0.24
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160101,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160102,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160103,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160104,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160106,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160107,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160108,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160109,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160111,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160112,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160113,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160114,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160116,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160117,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160119,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160120,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160121,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160122,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160123,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160124,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160126,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160127,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160128,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160129,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160130,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160131,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160201,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160202,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160203,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160204,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160205,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160206,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160207,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160208,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160209,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160210,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160211,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160213,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160214,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160216,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160217,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160218,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160219,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160220,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160221,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160223,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160224,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160226,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160227,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160228,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160229,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160301,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160302,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160303,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160304,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160305,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160306,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160307,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160308,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160309,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160310,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160311,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160312,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160313,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160314,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160315,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160316,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160317,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160318,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160319,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160320,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160321,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160322,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160323,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160324,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160326,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160327,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160328,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160330,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160331,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160401,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160402,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160403,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160404,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160405,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160406,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160407,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160408,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160409,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160410,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160411,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160412,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160413,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160414,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160415,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160416,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160417,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160418,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160419,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160420,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160421,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160422,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160423,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160426,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,106800,Ucluelet,BC,48.921799,-125.541209,20160427,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
