File generated on // Fichier créé sur, 2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm // ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant ,NAPS ID//Identifiant SNPA,City//Ville,P/T//P/T,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
CO,100119,Burnaby,BC,49.21519,-122.985666,20170729,0.21,0.17,0.14,-999,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.14,0.14,0.22,0.19,0.2
CO,100119,Burnaby,BC,49.21519,-122.985666,20170730,0.18,0.17,0.16,0.14,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.12,0.12,0.14,0.16,0.15,0.12,0.12
CO,100119,Burnaby,BC,49.21519,-122.985666,20170731,0.14,0.14,0.15,0.15,0.16,0.26,0.29,0.31,0.31,0.24,0.21,0.17,0.16,0.16,0.16,0.12,0.14,0.31,0.19,0.16,0.19,0.23,0.28,0.23
CO,100119,Burnaby,BC,49.21519,-122.985666,20170801,0.24,0.25,0.27,-999,0.18,0.26,0.31,0.39,0.36,0.25,0.22,0.24,0.25,0.21,0.23,0.19,0.21,0.39,0.26,0.28,0.36,0.39,0.41,0.42
CO,100119,Burnaby,BC,49.21519,-122.985666,20170802,0.41,0.4,0.43,0.4,0.37,0.4,0.44,0.59,0.52,0.37,0.35,0.37,0.46,0.52,0.43,0.43,0.42,0.59,0.49,0.51,0.54,0.62,0.64,0.66
CO,100119,Burnaby,BC,49.21519,-122.985666,20170803,0.69,0.68,0.67,0.66,0.66,0.7,0.69,0.83,0.85,0.67,0.47,0.38,0.38,0.39,0.43,0.46,0.41,0.83,0.38,0.32,0.29,0.27,0.23,0.2
CO,100119,Burnaby,BC,49.21519,-122.985666,20170804,0.24,0.29,0.32,-999,0.45,0.4,0.47,0.56,0.58,0.61,0.4,0.33,0.33,0.38,0.4,0.44,0.35,0.56,0.29,0.33,0.37,0.34,0.3,0.42
CO,100119,Burnaby,BC,49.21519,-122.985666,20170805,0.4,0.4,0.44,0.47,0.51,0.39,0.36,0.37,0.31,0.28,0.19,0.17,0.17,0.18,0.18,0.19,0.19,0.37,0.2,0.2,0.25,0.33,0.44,0.39
CO,100119,Burnaby,BC,49.21519,-122.985666,20170806,0.39,0.29,0.37,0.31,0.26,0.25,0.31,0.33,0.36,0.41,0.38,0.35,0.28,0.34,0.43,0.43,0.46,0.33,0.44,0.37,0.42,0.4,0.33,0.24
CO,100119,Burnaby,BC,49.21519,-122.985666,20170807,0.25,0.27,0.27,-999,0.3,0.37,0.33,0.27,0.26,0.32,0.33,0.35,0.38,0.41,0.46,0.45,0.47,0.27,0.48,0.49,0.52,0.5,0.47,0.43
CO,100119,Burnaby,BC,49.21519,-122.985666,20170808,0.41,0.47,0.52,0.53,0.35,0.38,0.56,0.47,0.49,-999,0.53,0.46,0.44,0.46,0.5,0.5,0.51,0.47,0.49,0.47,0.35,0.47,0.4,0.43
CO,100119,Burnaby,BC,49.21519,-122.985666,20170809,0.31,0.33,0.31,0.32,0.35,0.49,0.46,0.45,0.57,0.47,0.45,0.42,0.43,0.45,0.47,0.52,0.5,0.45,0.44,0.47,0.49,0.6,0.66,0.53
CO,100119,Burnaby,BC,49.21519,-122.985666,20170810,0.58,0.44,0.37,-999,0.37,0.48,0.47,0.46,0.37,0.36,0.4,0.41,0.41,0.51,0.52,0.53,0.53,0.46,0.54,0.53,0.5,0.47,0.61,0.43
CO,100119,Burnaby,BC,49.21519,-122.985666,20170811,0.37,0.29,0.31,0.3,0.26,0.3,0.32,0.33,0.27,0.31,0.32,0.37,0.4,0.4,0.37,0.33,0.27,0.33,0.25,0.25,0.24,0.2,0.2,0.21
CO,100119,Burnaby,BC,49.21519,-122.985666,20170812,0.2,0.18,0.16,0.13,0.13,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.13,0.13,0.14,0.17,0.13,0.12,0.13,0.12,0.12,0.12
CO,100119,Burnaby,BC,49.21519,-122.985666,20170813,0.13,0.12,0.12,-999,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.15,0.13,0.12,0.15,0.2
CO,100119,Burnaby,BC,49.21519,-122.985666,20170814,0.17,0.13,0.14,0.14,0.13,0.18,0.2,0.19,0.18,0.16,0.14,0.13,0.14,0.15,0.16,0.15,0.17,0.19,0.15,0.16,0.21,0.19,0.16,0.2
CO,100119,Burnaby,BC,49.21519,-122.985666,20170815,0.15,0.15,0.19,0.18,0.17,0.2,0.22,0.31,0.33,0.26,0.23,0.22,0.18,0.15,0.15,0.14,0.14,0.31,0.15,0.17,0.18,0.19,0.22,0.17
CO,100119,Burnaby,BC,49.21519,-122.985666,20170816,0.22,0.16,0.16,-999,0.19,0.24,0.17,0.16,0.15,0.13,0.14,0.14,0.14,-999,0.14,0.13,0.13,0.16,0.16,0.16,0.18,0.19,0.25,0.25
CO,100119,Burnaby,BC,49.21519,-122.985666,20170817,0.21,0.15,0.14,0.13,0.16,0.19,0.22,0.21,0.21,0.17,0.13,0.13,0.12,0.13,0.14,0.14,0.13,0.21,0.13,0.14,0.16,0.21,0.22,0.15
CO,100119,Burnaby,BC,49.21519,-122.985666,20170818,0.12,0.11,0.11,0.11,0.11,0.12,0.13,0.13,0.13,0.13,0.11,0.13,0.15,0.14,0.13,0.11,0.11,0.13,0.12,0.13,0.14,0.17,0.18,0.16
CO,100119,Burnaby,BC,49.21519,-122.985666,20170819,0.14,0.16,0.18,-999,0.15,0.16,0.16,0.16,0.17,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.15,0.17,0.16,0.16,0.19,0.19
CO,100119,Burnaby,BC,49.21519,-122.985666,20170820,0.2,0.21,0.19,0.2,0.2,0.22,0.23,0.19,0.17,0.18,0.16,0.15,0.15,0.17,0.17,0.17,0.17,0.19,0.18,0.23,0.19,0.19,0.16,0.15
CO,100119,Burnaby,BC,49.21519,-122.985666,20170821,0.17,0.23,0.23,0.2,0.18,0.25,0.34,0.31,0.24,0.29,0.31,0.23,0.19,0.18,0.19,0.18,0.2,0.31,0.19,0.26,0.26,0.29,0.26,0.3
CO,100119,Burnaby,BC,49.21519,-122.985666,20170822,0.28,0.24,0.24,-999,0.23,0.26,0.33,0.36,0.38,0.29,0.24,0.22,0.23,0.22,0.22,0.2,0.14,0.36,0.14,0.17,0.19,0.14,0.15,0.13
CO,100119,Burnaby,BC,49.21519,-122.985666,20170823,0.15,0.14,0.11,0.11,0.1,0.15,0.16,0.13,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.1,0.1,0.1,0.1,0.11,0.13
CO,100119,Burnaby,BC,49.21519,-122.985666,20170824,0.1,0.11,0.12,0.12,0.13,0.17,0.19,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.16,0.16,0.15,0.15,0.14,0.15,0.15
CO,100119,Burnaby,BC,49.21519,-122.985666,20170825,0.19,0.23,0.17,-999,0.2,0.23,0.23,0.23,0.27,0.25,0.19,0.17,0.17,0.16,0.15,0.15,0.17,0.23,0.18,0.21,0.27,0.3,0.27,0.22
CO,100119,Burnaby,BC,49.21519,-122.985666,20170826,0.27,0.26,0.22,0.18,0.17,0.18,0.2,0.23,0.22,0.22,0.19,0.21,0.23,0.2,0.17,0.18,0.19,0.23,0.2,0.24,0.18,0.23,0.28,0.34
CO,100119,Burnaby,BC,49.21519,-122.985666,20170827,0.31,0.22,0.22,0.22,0.23,0.2,0.25,0.37,0.35,0.26,0.21,0.19,0.18,0.19,0.19,0.14,0.14,0.37,0.25,0.28,0.32,0.33,0.28,0.3
CO,100119,Burnaby,BC,49.21519,-122.985666,20170828,0.28,0.25,0.19,-999,0.24,0.23,0.32,0.43,0.44,0.26,0.17,0.14,0.14,0.17,0.21,0.21,0.21,0.43,0.24,0.23,0.36,0.33,0.33,0.27
CO,100119,Burnaby,BC,49.21519,-122.985666,20170829,0.24,0.24,0.22,0.22,0.23,0.28,0.41,0.4,0.36,0.32,0.33,0.37,0.37,0.35,0.27,0.23,0.26,0.4,0.27,0.31,0.3,0.27,0.26,0.24
CO,100119,Burnaby,BC,49.21519,-122.985666,20170830,0.21,0.24,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.17,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.17,0.15,0.17,0.2,0.15,0.18,0.22
CO,100119,Burnaby,BC,49.21519,-122.985666,20170831,0.22,0.2,0.21,-999,0.18,0.16,0.21,0.2,0.19,0.19,0.17,0.17,0.16,0.14,0.17,0.15,0.15,0.2,0.16,0.19,0.19,0.15,0.17,0.26
CO,100119,Burnaby,BC,49.21519,-122.985666,20170901,0.24,0.19,0.17,0.16,0.17,0.22,0.34,0.31,0.27,0.29,0.24,0.26,0.23,0.21,0.22,0.19,0.19,0.31,0.23,0.25,0.27,0.27,0.24,0.23
CO,100119,Burnaby,BC,49.21519,-122.985666,20170902,0.23,0.22,0.26,0.28,0.19,0.22,0.22,0.26,0.31,0.25,0.23,0.23,0.24,0.24,0.24,0.22,0.2,0.26,0.21,0.28,0.26,0.31,0.29,0.28
CO,100119,Burnaby,BC,49.21519,-122.985666,20170903,0.26,0.28,0.18,-999,0.2,0.22,0.22,0.31,0.36,0.3,0.22,0.18,0.16,0.17,0.18,0.18,0.17,0.31,0.2,0.23,0.27,0.35,0.29,0.26
CO,100119,Burnaby,BC,49.21519,-122.985666,20170904,0.25,0.2,0.17,0.16,0.15,0.19,0.28,0.35,0.36,0.29,0.19,0.19,0.2,0.17,0.17,0.17,0.2,0.35,0.25,0.3,0.32,0.34,0.3,0.32
CO,100119,Burnaby,BC,49.21519,-122.985666,20170905,0.3,0.29,0.31,0.29,0.29,0.32,0.39,0.47,0.56,0.44,0.57,0.83,0.85,0.66,0.59,0.69,0.72,0.47,0.5,0.57,0.58,0.64,0.68,0.71
CO,100119,Burnaby,BC,49.21519,-122.985666,20170906,0.66,0.57,0.31,-999,0.31,0.39,0.42,0.5,0.49,0.53,0.44,0.44,-999,0.44,0.46,0.42,0.45,0.5,0.55,0.5,0.52,0.47,0.44,0.45
CO,100119,Burnaby,BC,49.21519,-122.985666,20170907,0.41,0.42,0.4,0.44,0.44,0.51,0.55,0.47,0.49,0.46,0.41,0.38,0.37,0.37,0.37,0.39,0.43,0.47,0.42,0.41,0.36,0.35,0.38,0.39
CO,100119,Burnaby,BC,49.21519,-122.985666,20170908,0.39,0.33,0.31,0.29,0.31,0.35,0.34,0.35,0.33,0.37,0.37,0.35,0.34,0.35,0.35,0.33,0.35,0.35,0.35,0.34,0.32,0.3,0.22,0.18
CO,100119,Burnaby,BC,49.21519,-122.985666,20170909,0.19,0.16,0.16,-999,0.15,0.16,0.18,0.21,0.2,0.19,0.18,0.19,0.17,0.18,0.19,0.18,0.18,0.21,0.19,0.2,0.24,0.22,0.24,0.22
CO,100119,Burnaby,BC,49.21519,-122.985666,20170910,0.19,0.18,0.23,0.18,0.17,0.16,0.2,0.22,0.2,0.17,0.2,0.18,0.16,0.16,0.16,0.15,0.15,0.22,0.17,0.22,0.27,0.3,0.23,0.24
CO,100119,Burnaby,BC,49.21519,-122.985666,20170911,0.2,0.22,0.18,0.16,0.17,0.19,0.29,0.34,0.32,0.2,0.18,0.18,0.16,0.15,0.17,0.17,0.17,0.34,0.19,0.27,0.31,0.21,0.21,0.24
CO,100119,Burnaby,BC,49.21519,-122.985666,20170912,0.24,0.18,0.15,-999,0.13,0.18,0.23,0.21,0.22,0.18,0.18,0.18,0.18,0.17,0.19,0.18,0.17,0.21,0.19,0.19,0.16,0.15,0.13,0.13
CO,100119,Burnaby,BC,49.21519,-122.985666,20170913,0.12,0.12,0.13,0.12,0.14,0.18,0.22,0.23,0.18,0.19,0.26,0.19,0.17,0.17,0.15,0.15,0.16,0.23,0.18,0.25,0.23,0.21,0.23,0.18
CO,100119,Burnaby,BC,49.21519,-122.985666,20170914,0.15,0.14,0.14,0.14,0.14,0.16,0.17,0.19,0.16,0.14,0.18,0.18,0.18,0.16,0.14,0.15,0.15,0.19,0.16,0.19,0.18,0.16,0.21,0.21
CO,100119,Burnaby,BC,49.21519,-122.985666,20170915,0.16,0.14,0.14,-999,0.22,0.23,0.32,0.35,0.34,0.39,0.22,0.2,0.24,0.21,0.18,0.19,0.22,0.35,0.3,0.23,0.21,0.37,0.35,0.25
CO,100119,Burnaby,BC,49.21519,-122.985666,20170916,0.19,0.18,0.18,0.17,0.18,0.18,0.2,0.25,0.22,0.2,0.22,0.21,0.26,0.3,0.27,0.21,0.25,0.25,0.38,0.4,0.42,0.42,0.33,0.31
CO,100119,Burnaby,BC,49.21519,-122.985666,20170917,0.31,0.23,0.25,0.28,0.24,0.24,0.25,0.27,0.38,0.31,0.3,0.23,0.2,0.18,0.17,0.19,0.19,0.27,0.15,0.17,0.17,0.16,0.17,0.19
CO,100119,Burnaby,BC,49.21519,-122.985666,20170918,0.17,0.16,0.16,-999,0.16,0.2,0.22,0.19,0.15,0.16,0.14,0.14,0.14,0.13,0.16,0.17,0.17,0.19,0.19,0.19,0.17,0.17,0.16,0.15
CO,100119,Burnaby,BC,49.21519,-122.985666,20170919,0.14,0.14,0.14,0.14,0.14,0.17,0.2,0.25,0.22,0.18,0.21,0.19,0.18,0.18,0.21,0.19,0.23,0.25,0.21,0.24,0.23,0.23,0.18,0.17
CO,100119,Burnaby,BC,49.21519,-122.985666,20170920,0.16,0.2,0.19,0.17,0.19,0.2,0.25,0.24,0.22,0.21,0.16,0.15,0.15,0.15,0.16,0.16,0.17,0.24,0.18,0.18,0.18,0.16,0.18,0.19
CO,100119,Burnaby,BC,49.21519,-122.985666,20170921,0.18,0.17,0.16,-999,0.18,0.19,0.23,0.26,0.21,0.18,0.19,0.2,0.19,0.18,0.19,0.19,0.18,0.26,0.26,0.26,0.29,0.34,0.24,0.22
CO,100119,Burnaby,BC,49.21519,-122.985666,20170922,0.21,0.16,0.16,0.17,0.19,0.24,0.27,0.25,0.27,0.32,0.26,0.23,0.28,0.21,0.22,0.22,0.26,0.25,0.29,0.41,0.43,0.39,0.33,0.29
CO,100119,Burnaby,BC,49.21519,-122.985666,20170923,0.28,0.25,0.22,0.24,0.21,0.21,0.2,0.2,0.23,0.25,0.21,0.21,0.18,0.18,0.19,0.2,0.19,0.2,0.25,0.3,0.25,0.25,0.25,0.25
CO,100119,Burnaby,BC,49.21519,-122.985666,20170924,0.26,0.2,0.2,-999,0.2,0.21,0.22,0.23,0.23,0.29,0.29,0.23,0.2,0.23,0.19,0.2,0.21,0.23,0.2,0.24,0.29,0.33,0.32,0.19
CO,100119,Burnaby,BC,49.21519,-122.985666,20170925,0.18,0.16,0.15,0.16,0.18,0.2,0.23,0.27,0.24,0.21,0.21,0.19,0.19,0.19,0.2,0.2,0.2,0.27,0.26,0.27,0.34,0.33,0.24,0.18
CO,100119,Burnaby,BC,49.21519,-122.985666,20170926,0.19,0.23,0.14,0.16,0.27,0.22,0.25,0.31,0.36,0.46,0.32,0.23,0.2,0.17,0.18,0.15,0.15,0.31,0.17,0.22,0.27,0.25,0.25,0.18
CO,100119,Burnaby,BC,49.21519,-122.985666,20170927,0.18,0.18,0.24,-999,0.18,0.19,0.28,0.36,0.54,0.47,0.31,0.24,0.23,0.21,0.19,0.19,0.26,0.36,0.39,0.33,0.47,0.27,0.25,0.23
CO,100119,Burnaby,BC,49.21519,-122.985666,20170928,0.23,0.24,0.19,0.16,0.21,0.21,0.3,0.38,0.3,0.39,0.41,0.3,0.19,0.14,0.17,0.2,0.26,0.38,0.47,0.29,0.41,0.42,0.32,0.21
CO,100119,Burnaby,BC,49.21519,-122.985666,20170929,0.19,0.22,0.19,0.23,0.21,0.22,0.2,0.24,0.21,0.21,0.21,0.2,0.17,0.19,0.18,0.17,0.17,0.24,0.19,0.18,0.18,0.18,0.18,0.21
CO,100119,Burnaby,BC,49.21519,-122.985666,20170930,0.2,0.17,0.17,-999,0.16,0.17,0.18,0.18,0.19,0.17,0.15,0.15,0.17,0.17,0.15,0.18,0.18,0.18,0.19,0.21,0.25,0.23,0.24,0.24
CO,100119,Burnaby,BC,49.21519,-122.985666,20171001,0.19,0.2,0.21,0.18,0.17,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.2,0.23,0.25,0.22,0.19,0.17
CO,100119,Burnaby,BC,49.21519,-122.985666,20171002,0.18,0.2,0.2,0.18,0.19,0.21,0.25,0.26,0.39,0.37,0.29,-999,0.17,0.18,0.18,0.16,0.18,0.26,0.34,0.35,0.29,0.27,0.18,0.16
CO,100119,Burnaby,BC,49.21519,-122.985666,20171003,0.15,0.15,0.17,-999,0.17,0.17,0.17,0.21,0.26,0.29,0.2,0.18,0.18,0.22,0.2,0.19,0.2,0.21,0.29,0.25,0.25,0.26,0.22,0.19
CO,100119,Burnaby,BC,49.21519,-122.985666,20171004,0.19,0.17,0.16,0.19,0.28,0.25,0.26,0.33,0.28,0.26,0.33,0.21,0.21,0.23,0.21,0.23,0.24,0.33,0.33,0.47,0.36,0.29,0.33,0.34
CO,100119,Burnaby,BC,49.21519,-122.985666,20171005,0.35,0.24,0.24,0.23,0.23,0.27,0.26,0.36,0.55,0.69,0.53,0.29,0.22,0.22,0.21,0.23,0.26,0.36,0.35,0.49,0.43,0.43,0.33,0.24
CO,100119,Burnaby,BC,49.21519,-122.985666,20171006,0.24,0.23,0.21,-999,0.22,0.27,0.28,0.29,0.25,0.24,0.25,0.25,0.24,0.22,0.19,0.19,0.2,0.29,0.18,0.18,0.23,0.17,0.15,0.15
CO,100119,Burnaby,BC,49.21519,-122.985666,20171007,0.15,0.15,0.15,0.16,0.17,0.18,0.21,0.32,0.26,0.23,0.21,0.17,0.17,0.16,0.17,0.19,0.2,0.32,0.23,0.22,0.21,0.2,0.24,0.21
CO,100119,Burnaby,BC,49.21519,-122.985666,20171008,0.22,0.25,0.18,0.2,0.17,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.23,0.24,0.24,0.25,0.27,0.3
CO,100119,Burnaby,BC,49.21519,-122.985666,20171009,0.29,0.24,0.21,-999,0.19,0.2,0.23,0.23,0.26,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.18,0.23,0.29,0.24,0.21,0.22,0.27,0.23
CO,100119,Burnaby,BC,49.21519,-122.985666,20171010,0.22,0.2,0.19,0.24,0.28,0.27,0.24,0.31,0.31,0.35,0.33,0.18,0.16,0.17,0.17,0.17,0.17,0.31,0.23,0.18,0.22,0.21,0.21,0.21
CO,100119,Burnaby,BC,49.21519,-122.985666,20171011,0.16,0.17,0.18,0.18,0.17,0.21,0.26,0.24,0.25,0.26,0.24,0.21,0.19,0.21,0.22,0.21,0.23,0.24,0.26,0.32,0.33,0.24,0.23,0.19
CO,100119,Burnaby,BC,49.21519,-122.985666,20171012,0.17,0.17,0.18,-999,0.17,0.2,0.22,0.25,0.26,0.26,0.25,0.25,0.23,0.24,0.22,0.24,0.25,0.25,0.27,0.25,0.24,0.25,0.24,0.23
CO,100119,Burnaby,BC,49.21519,-122.985666,20171013,0.23,0.25,0.26,0.23,0.22,0.24,0.26,0.26,0.24,0.22,0.19,0.19,0.2,0.22,0.23,0.22,0.22,0.26,0.27,0.36,0.32,0.3,0.36,0.3
CO,100119,Burnaby,BC,49.21519,-122.985666,20171014,0.26,0.24,0.23,0.23,0.23,0.21,0.2,0.22,0.2,0.2,0.18,0.18,0.18,0.16,0.17,0.19,0.2,0.22,0.22,0.21,0.2,0.19,0.18,0.21
CO,100119,Burnaby,BC,49.21519,-122.985666,20171015,0.19,0.18,0.19,-999,0.17,0.19,0.2,0.2,0.2,0.19,0.18,0.17,0.17,0.18,0.22,0.18,0.21,0.2,0.28,0.25,0.25,0.33,0.37,0.33
CO,100119,Burnaby,BC,49.21519,-122.985666,20171016,0.29,0.27,0.21,0.21,0.24,0.22,0.25,0.3,0.26,0.24,0.22,0.25,0.27,0.27,0.27,0.23,0.29,0.3,0.26,0.26,0.27,0.26,0.24,0.23
CO,100119,Burnaby,BC,49.21519,-122.985666,20171017,0.22,0.2,0.19,0.2,0.2,0.2,0.17,0.19,0.19,0.16,0.16,0.15,0.15,0.14,0.15,0.19,0.22,0.19,0.24,0.3,0.34,0.25,0.25,0.21
CO,100119,Burnaby,BC,49.21519,-122.985666,20171018,0.19,0.19,0.19,-999,0.19,0.2,0.22,0.23,0.22,0.19,0.19,0.19,0.19,0.21,0.22,0.28,0.37,0.23,0.23,0.17,0.15,0.17,0.15,0.17
CO,100119,Burnaby,BC,49.21519,-122.985666,20171019,0.17,0.16,0.14,0.14,0.18,0.18,0.2,0.21,0.2,0.19,0.17,0.17,0.17,0.21,0.24,0.27,0.27,0.21,0.31,0.31,0.32,0.23,0.22,0.18
CO,100119,Burnaby,BC,49.21519,-122.985666,20171020,0.16,0.18,0.16,0.16,0.18,0.21,0.25,0.32,0.3,0.22,0.2,0.16,0.17,0.17,0.23,0.25,0.3,0.32,0.55,0.36,0.38,0.34,0.27,0.28
CO,100119,Burnaby,BC,49.21519,-122.985666,20171021,0.23,0.21,0.2,-999,0.16,0.16,0.16,0.17,0.17,0.18,0.18,0.17,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.19,0.18,0.21
CO,100119,Burnaby,BC,49.21519,-122.985666,20171022,0.21,0.18,0.15,0.14,0.14,0.15,0.16,0.18,0.17,0.17,0.16,0.16,0.15,0.16,0.17,0.2,0.18,0.18,0.19,0.21,0.26,0.3,0.27,0.24
CO,100119,Burnaby,BC,49.21519,-122.985666,20171023,0.22,0.24,0.23,0.22,0.23,0.26,0.32,0.33,0.34,0.33,0.35,0.34,0.3,0.25,0.21,0.21,0.29,0.33,0.23,0.22,0.19,0.17,0.17,0.2
CO,100119,Burnaby,BC,49.21519,-122.985666,20171024,0.19,0.19,0.29,-999,0.2,0.26,0.27,0.47,0.39,0.37,0.38,0.35,0.27,0.24,0.29,0.31,0.33,0.47,0.45,0.46,0.47,0.35,0.32,0.33
CO,100119,Burnaby,BC,49.21519,-122.985666,20171025,0.28,0.22,0.21,0.26,0.27,0.27,0.31,0.32,0.29,0.27,0.26,0.25,0.24,0.25,0.33,0.33,0.33,0.32,0.37,0.33,0.3,0.31,0.34,0.37
CO,100119,Burnaby,BC,49.21519,-122.985666,20171026,0.22,0.19,0.19,0.23,0.27,0.26,0.29,0.35,0.28,0.4,0.34,0.29,0.22,0.26,0.26,0.22,0.26,0.35,0.46,0.32,0.35,0.28,0.32,0.23
CO,100119,Burnaby,BC,49.21519,-122.985666,20171027,0.25,0.29,0.29,-999,0.27,0.33,0.43,0.58,0.54,0.78,0.67,0.64,0.49,0.39,0.32,0.3,0.36,0.58,0.58,0.35,0.41,0.41,0.36,0.4
CO,100119,Burnaby,BC,49.21519,-122.985666,20171028,0.28,0.36,0.27,0.39,0.48,0.38,0.3,0.4,0.34,0.62,0.6,0.47,0.28,0.31,0.41,0.38,0.4,0.4,0.33,0.37,0.33,0.44,0.36,0.35
CO,100119,Burnaby,BC,49.21519,-122.985666,20171029,0.34,0.28,0.23,0.26,0.25,0.31,0.5,0.42,0.44,0.55,0.71,0.45,0.32,0.34,0.23,0.23,0.24,0.42,0.21,0.27,0.25,0.24,0.22,0.19
CO,100119,Burnaby,BC,49.21519,-122.985666,20171030,0.19,0.18,0.18,-999,0.18,0.19,0.27,0.32,0.32,0.51,0.39,0.27,0.36,0.19,0.23,0.28,0.29,0.32,0.36,0.4,0.39,0.36,0.31,0.3
CO,100119,Burnaby,BC,49.21519,-122.985666,20171031,0.35,0.32,0.35,0.33,0.31,0.43,0.37,0.4,0.35,0.3,0.36,0.42,0.55,0.25,0.27,0.27,0.3,0.4,0.3,0.35,0.3,0.4,0.34,0.27
CO,100119,Burnaby,BC,49.21519,-122.985666,20171101,0.29,0.27,0.26,0.24,0.23,0.3,0.32,0.48,0.34,0.29,0.24,0.24,0.23,0.26,0.23,0.22,0.24,0.48,0.19,0.19,0.22,0.22,0.18,0.19
CO,100119,Burnaby,BC,49.21519,-122.985666,20171102,0.2,0.18,0.18,-999,0.16,0.17,0.18,0.22,0.24,0.19,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.22,0.2,0.18,0.17,0.17,0.18,0.15
CO,100119,Burnaby,BC,49.21519,-122.985666,20171103,0.16,0.16,0.16,0.16,0.16,0.2,0.21,0.2,0.2,0.2,0.22,0.2,0.19,0.2,0.21,0.19,0.21,0.2,0.34,0.25,0.28,0.33,0.33,0.31
CO,100119,Burnaby,BC,49.21519,-122.985666,20171104,0.29,0.3,0.31,0.28,0.25,0.29,0.29,0.33,0.41,0.31,0.26,0.23,0.23,0.23,0.24,0.26,0.26,0.33,0.3,0.28,0.25,0.26,0.27,0.22
CO,100119,Burnaby,BC,49.21519,-122.985666,20171105,0.19,0.29,0.31,-999,0.16,0.17,0.16,0.2,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.19,0.2,0.2,0.22,0.21,0.21,0.22,0.2,0.19
CO,100119,Burnaby,BC,49.21519,-122.985666,20171106,0.19,0.2,0.22,0.23,0.25,0.25,0.28,0.33,0.36,0.34,0.25,0.26,0.26,0.23,0.21,0.22,0.32,0.33,0.51,0.44,0.28,0.24,0.25,0.24
CO,100119,Burnaby,BC,49.21519,-122.985666,20171107,0.25,0.24,0.28,0.27,0.25,0.26,0.28,0.33,0.31,0.31,0.28,0.26,0.28,0.25,0.26,0.32,0.35,0.33,0.34,0.32,0.36,0.39,0.36,0.35
CO,100119,Burnaby,BC,49.21519,-122.985666,20171108,0.33,0.32,0.35,-999,0.29,0.3,0.31,0.3,0.35,0.39,0.39,0.35,0.39,0.39,0.28,0.3,0.37,0.3,0.29,0.31,0.3,0.32,0.27,0.26
CO,100119,Burnaby,BC,49.21519,-122.985666,20171109,0.22,0.2,0.2,0.21,0.21,0.23,0.29,0.32,0.38,0.37,0.39,0.35,0.43,0.39,0.3,0.29,0.29,0.32,0.29,0.27,0.26,0.27,0.28,0.27
CO,100119,Burnaby,BC,49.21519,-122.985666,20171110,0.3,0.26,0.27,0.23,0.23,0.24,0.22,0.3,0.32,0.28,0.29,0.23,0.22,0.22,0.22,0.21,0.23,0.3,0.4,0.48,0.42,0.44,0.38,0.31
CO,100119,Burnaby,BC,49.21519,-122.985666,20171111,0.29,0.31,0.35,-999,0.24,0.22,0.26,0.27,0.28,0.23,0.23,0.27,0.23,0.24,0.24,0.27,0.25,0.27,0.19,0.19,0.2,0.18,0.18,0.18
CO,100119,Burnaby,BC,49.21519,-122.985666,20171112,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.17,0.18,0.18,0.19,0.2,0.22,0.23,0.22,0.23,0.16,0.2,0.18,0.18,0.17,0.17,0.17
