Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130316,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130317,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.10,0.10,-999,0.10,0.10,0.10,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130318,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.60,0.40,0.30,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130319,0.10,0.20,0.20,0.20,0.20,0.30,0.30,0.40,0.30,-999,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130320,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.10,0.20,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130321,0.10,0.10,0.10,0.10,0.10,0.10,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130322,0.10,0.10,0.20,0.10,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.10,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130323,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130324,0.20,0.20,0.20,0.20,-999,0.10,0.20,0.20,0.30,0.20,0.20,0.10,0.20,0.20,0.10,0.10,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130325,0.20,0.20,0.20,-999,0.20,0.40,0.40,0.60,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.50,0.20,0.20,0.30,0.40,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130326,0.20,0.20,-999,0.20,0.20,0.20,0.40,0.50,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130327,0.20,-999,0.20,0.20,0.20,0.20,0.30,0.30,0.40,0.40,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130328,-999,0.20,0.20,0.10,0.20,0.20,0.30,0.40,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130329,0.20,0.20,0.20,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.20,0.20,-999,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130330,0.20,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.20,0.10,0.20,0.20,0.20,0.20,-999,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130331,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,-999,0.10,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130401,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130402,0.10,0.10,0.10,0.10,0.20,0.20,0.40,0.50,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130403,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,-999,-999,-999,-999,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130404,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130405,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130406,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130407,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130408,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,-999,0.10,0.20,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130409,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.20,0.20,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130410,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130411,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.30,-999,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130412,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.10,-999,-999,0.10,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130413,0.20,0.10,0.10,0.10,0.10,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130414,0.20,0.20,0.20,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130415,0.10,0.10,0.10,0.10,0.20,-999,0.20,0.20,0.20,0.10,0.20,0.10,0.10,-999,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130416,0.10,0.10,0.10,0.10,-999,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130417,0.10,0.10,0.10,-999,0.20,0.20,0.30,0.30,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130418,0.20,0.20,-999,0.10,0.20,0.20,0.20,0.20,0.10,0.10,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130419,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130420,-999,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.20,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.10,0.20,0.10,0.10,0.10,0.10,0.10,-999
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130421,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130422,0.20,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,-999,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130423,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.10,0.10,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,-999,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130424,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,-999,0.20,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130425,0.20,0.10,0.10,0.10,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.20,0.30,0.20,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130426,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130427,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130428,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.20,0.20,0.10,0.10,0.20,0.10,0.10,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130429,0.20,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130430,0.20,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.10,0.20,-999,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130501,0.10,0.20,0.10,0.10,0.10,0.10,0.20,0.10,0.10,0.10,0.20,0.20,-999,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130502,0.20,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130503,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130504,0.20,0.20,0.20,0.30,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.30,0.30,0.20,0.30
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130505,0.30,0.20,0.10,0.20,0.20,0.10,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130506,0.20,0.10,0.10,0.10,0.10,0.20,0.20,-999,0.20,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130507,0.10,0.10,0.10,0.10,0.20,0.20,-999,0.20,-999,-999,-999,-999,-999,-999,-999,-999,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130508,0.10,0.10,0.10,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130509,0.10,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.10,0.20,0.10,0.20,0.20,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130510,0.20,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130511,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130512,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130513,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130514,0.10,0.10,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.10,0.10,-999,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130515,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.30,-999,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130516,0.10,0.20,0.10,0.10,0.10,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,-999,0.10,0.10,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130517,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.30,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130518,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130519,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130520,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130521,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130522,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130523,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130524,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130525,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130526,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130527,0.20,0.20,0.10,0.10,0.20,0.10,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130528,0.10,0.10,0.10,0.10,0.20,0.10,0.20,0.20,-999,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130529,0.20,0.20,0.20,0.20,0.10,0.20,0.10,-999,0.20,0.20,0.20,0.20,0.10,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130530,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.30,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130531,0.20,0.20,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.20,0.10,0.10,0.10,0.20,0.10,0.10,0.10,0.20,0.20,0.20,0.10,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130601,0.20,0.20,0.10,0.10,-999,0.10,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130602,0.20,0.10,0.20,-999,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.10,0.20,0.20,0.10,0.20,0.20,0.10,0.10,0.20,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130603,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130604,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130605,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,-999,-999,-999,-999,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130606,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,-999,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130607,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130608,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.20,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130609,0.20,0.10,0.10,0.20,0.20,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.20,-999,0.20,0.20,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130610,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.20,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130611,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130612,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.10,0.20,0.20,0.10,0.20,0.10,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130613,0.10,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.20,0.20,0.20,0.20,-999,0.20,0.10,0.10,0.20,0.20,0.30,0.30,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130614,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,-999,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130615,0.20,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130616,0.20,0.20,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130617,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130618,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130619,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130620,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.20,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130621,0.10,0.10,0.10,0.10,0.10,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.20,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130622,0.20,0.20,0.20,0.20,0.10,0.20,-999,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.30
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130623,0.20,0.20,0.20,0.10,0.10,-999,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130624,0.20,0.10,0.10,0.20,-999,0.10,0.20,0.20,0.20,0.10,0.20,0.20,0.20,0.20,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130625,0.20,0.20,0.10,-999,0.10,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130626,0.10,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130627,0.10,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.30,0.20,0.10,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130628,-999,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.30,-999
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130629,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,-999,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130630,0.20,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130701,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,-999,0.20,0.20,0.20
CO,090402,Medicine Hat,AB,50.04893,-110.68116,20130702,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,-999,0.20,0.20,0.20,0.20
