Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140814,0.07,0.07,0.07,0.06,0.06,0.07,0.08,0.08,0.08,0.14,0.11,0.10,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.10,0.07,0.07,0.06,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140815,0.07,0.07,0.07,0.07,0.07,0.08,-999,0.07,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.07,0.09,0.09,0.08,0.07,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140816,0.08,0.08,0.08,0.10,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.10,0.11,0.10,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140817,0.11,0.10,0.10,0.10,0.09,0.09,0.08,0.09,0.09,0.09,0.10,0.10,0.09,0.10,0.10,0.09,0.09,0.09,0.07,0.09,0.08,0.09,0.08,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140818,0.09,0.09,0.09,0.09,0.09,0.10,0.08,0.09,0.09,0.13,0.09,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140819,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.08,0.09,0.10,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140820,0.09,0.10,0.09,0.09,0.09,0.10,0.09,0.09,0.10,0.11,0.10,0.10,0.08,0.09,0.09,0.11,0.13,0.10,0.12,0.11,0.10,0.10,0.10,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140821,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.08,0.06,0.06
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140822,0.06,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.07,0.07,0.12,0.06,0.06,0.06
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140823,0.07,0.07,0.07,0.07,0.07,0.08,0.06,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.09,0.15,0.14,0.13,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140824,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.12,0.10,0.10,0.11,0.11,0.10,0.11,0.11,0.10,0.12,0.10,0.10,0.10,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140825,0.11,0.11,0.10,0.09,0.10,0.12,0.12,0.10,0.10,0.09,0.09,0.09,0.10,0.11,0.10,0.12,0.11,0.08,0.07,0.07,0.07,0.06,0.06,0.06
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140826,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.08,0.08,0.08,0.09,0.10,0.12,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140827,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.08,0.08,0.09,0.09,0.09,0.10,0.11,0.10,0.10,0.10,0.10,0.11,0.12,0.10,0.07,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140828,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140829,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.10,0.09,0.10,0.10,0.11,0.11,0.12,0.11,0.09,0.16,0.22,0.14,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140830,0.08,0.08,0.08,0.08,0.09,0.10,0.08,0.09,0.08,0.09,0.09,0.10,0.10,0.10,0.11,0.11,0.10,0.10,0.09,0.10,0.08,0.08,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140831,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.11,0.11,0.11,0.10,0.11,0.08,0.08,0.09,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140901,0.09,0.10,0.10,0.10,0.10,0.11,0.09,0.10,0.09,0.09,0.10,0.10,0.11,0.11,0.16,0.13,0.11,0.11,0.13,0.15,0.19,0.16,0.16,0.14
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140902,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.19,0.15,0.10,0.11,0.10,0.12,0.12,0.12,0.14,0.14,0.12,0.10,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140903,0.10,0.10,0.10,0.10,0.09,0.10,0.10,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140904,0.07,0.08,0.08,0.09,0.09,0.10,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.10,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140905,0.14,0.10,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.14,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140906,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.10,0.10,0.10,0.10,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.10,0.11,0.10,0.10,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140907,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.10,0.10,0.10,0.12,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140908,0.10,0.10,0.10,0.09,0.10,0.10,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.10,0.10,0.11,0.11,0.12,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140909,0.11,0.11,0.11,0.11,0.12,0.12,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.09,0.10,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140910,0.11,0.10,0.11,0.10,0.12,0.10,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.09,0.09,0.09,0.09,0.09,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140911,0.09,0.09,0.10,0.09,0.10,0.10,0.12,0.12,0.12,0.13,0.12,0.12,0.10,0.10,0.11,0.10,0.11,0.15,0.19,0.13,0.10,0.10,0.10,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140912,0.09,0.09,0.09,0.10,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.10,0.10,0.09,0.10,0.10,0.10,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140913,0.10,0.10,0.11,0.10,0.10,0.11,0.10,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.13,0.12,0.14,0.18,0.17,0.17,0.16,0.14
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140914,0.14,0.13,0.13,0.14,0.13,0.12,0.09,0.09,0.09,0.10,0.09,0.09,0.10,0.10,0.10,0.09,0.09,0.10,0.10,0.11,0.10,0.11,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140915,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.14,0.12,0.12,0.17,0.19,0.13,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140916,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.18,0.15,0.12,0.12,0.12,0.15
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140917,0.16,0.11,0.12,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.12,0.11,0.12,0.11,0.10,0.10,0.10,0.11,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140918,0.10,0.11,0.11,0.10,0.10,0.11,0.10,0.11,0.11,0.11,0.11,0.10,0.11,0.11,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140919,0.11,0.11,0.10,0.11,0.10,0.10,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.10,0.11,0.11,0.11,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140920,0.09,0.11,0.11,0.12,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.10,0.11,0.10,0.08,0.09,0.09,0.08,0.09,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140921,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140922,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.06,0.06,0.06,0.04,0.04,0.05,0.04,0.05,0.06
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140923,0.07,0.07,0.09,0.09,0.08,0.08,0.07,0.08,-999,-999,0.07,0.08,0.09,0.07,0.07,0.10,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140924,0.08,0.08,0.09,0.08,0.08,0.10,0.10,0.10,0.09,0.09,0.09,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.09,0.09,0.09,0.09,0.10,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140925,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.09,0.09,0.10,0.10,0.08,0.09,0.08,0.08,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140926,0.09,0.09,0.09,0.09,0.10,0.10,0.11,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.18,0.11,0.10,0.09,0.09,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140927,0.07,0.06,0.05,0.05,0.06,0.05,0.08,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.11,0.10,0.09,0.11,0.12,0.10,0.15,0.08,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140928,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.07,0.06,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.07,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140929,0.07,0.07,0.07,0.07,0.07,0.07,0.10,0.12,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.12,0.25,0.38,0.17,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20140930,0.11,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141001,0.08,0.10,0.09,0.22,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.12,0.13,0.14,0.20,0.16,0.15
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141002,0.12,0.11,0.10,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.12,0.12,0.15,0.14,0.15,0.13,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141003,0.10,0.08,0.08,0.07,0.07,0.11,0.09,0.09,0.09,0.11,0.09,0.09,0.10,0.09,0.10,0.10,0.11,0.18,0.29,0.28,0.15,0.14,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141004,0.09,0.10,0.09,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.10,0.11,0.10,0.12,0.22,0.24,0.24,0.15,0.13,0.13,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141005,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.08,0.09,0.10,0.11,0.09,0.09,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.09,0.08,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141006,0.09,0.08,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.07,0.06,0.07,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141007,0.08,0.08,0.10,0.10,0.10,0.09,0.09,0.08,0.07,0.08,0.08,0.09,0.10,0.13,0.12,0.10,0.10,0.11,0.13,0.11,0.19,0.11,0.10,0.20
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141008,0.15,0.15,0.15,0.11,0.09,0.16,0.13,0.11,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.09,0.09,0.09,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141009,0.09,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.11,0.13,0.11,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141010,0.09,0.09,0.08,0.09,0.08,0.10,0.10,0.10,0.11,0.10,0.09,0.10,0.09,0.10,0.10,0.10,0.10,0.10,0.08,0.09,0.09,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141011,0.09,0.10,0.12,0.09,0.09,0.09,0.09,0.11,0.10,0.09,0.09,0.10,0.09,0.09,0.10,0.09,0.09,0.11,0.14,0.18,0.13,0.20,0.18,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141012,0.18,0.14,0.11,0.10,0.09,0.11,0.11,0.11,0.10,0.11,0.11,0.11,0.10,0.10,0.12,0.10,0.11,0.11,0.13,0.14,0.12,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141013,0.09,0.09,0.09,0.09,0.09,0.10,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141014,0.09,0.14,0.13,0.15,0.16,0.15,0.17,0.14,0.10,0.10,0.10,0.11,0.11,0.10,0.10,0.11,0.11,0.14,0.24,0.19,0.14,0.12,0.14,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141015,0.14,0.15,0.10,0.10,0.11,0.11,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0.10,0.10,0.11,0.12,0.11,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141016,0.10,0.10,0.09,0.09,0.09,0.10,0.10,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.16,0.13,0.14,0.15,0.15,0.14,0.12,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141017,0.11,0.10,0.11,0.09,0.09,0.09,0.11,0.10,0.10,0.10,0.09,0.10,0.11,0.10,0.10,0.10,0.09,0.10,0.07,0.07,0.07,0.07,0.07,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141018,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.10,0.09,0.08,0.09,0.09,0.10,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141019,0.10,0.10,0.10,0.09,0.08,0.09,0.11,0.10,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.09,0.10,0.12,0.15,0.12,0.10,0.10,0.10,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141020,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.07,0.06,0.06,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.10,0.10,0.10,0.10,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141021,0.10,0.10,0.09,0.10,0.09,0.10,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.10,0.09,0.10,0.10,0.09,0.09,0.16,0.09,0.08,0.09,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141022,0.08,0.08,0.09,0.08,0.08,0.10,0.12,0.20,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.14,0.15,0.14,0.26,0.25,0.26,0.19,0.14,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141023,0.10,0.11,0.10,0.10,0.10,0.10,0.11,0.11,0.12,0.11,0.11,0.11,0.10,0.10,0.10,0.12,0.14,0.26,0.22,0.22,0.24,0.27,0.19,0.19
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141024,0.15,0.10,0.12,0.09,0.12,0.20,0.18,0.18,0.16,0.18,0.13,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.11,0.11,0.11,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141025,0.10,0.09,0.09,0.09,0.09,0.09,0.08,0.10,0.09,0.10,0.10,0.10,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141026,0.11,0.10,0.10,0.10,0.09,0.09,0.11,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.10,0.11,0.10,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141027,0.11,0.10,0.10,0.10,0.10,0.09,0.11,0.14,0.13,0.12,0.12,0.11,0.11,0.12,0.13,0.13,0.13,0.10,0.13,0.12,0.10,0.18,0.10,0.21
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141028,0.12,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.15,0.12,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141029,0.12,0.12,0.11,0.13,0.13,0.16,0.12,0.13,0.09,0.11,0.09,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.09,0.10,0.09,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141030,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.11,0.11,0.10,0.10,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141031,0.09,0.09,0.10,0.09,0.09,0.10,0.22,0.14,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.18,0.18,0.13,0.14,0.12,0.15,0.21
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141101,0.17,0.10,0.12,0.10,0.10,0.11,0.13,0.13,0.13,0.13,0.15,0.25,0.20,0.16,0.16,0.16,0.18,0.17,0.14,0.14,0.15,0.17,0.13,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141102,0.12,0.12,0.11,0.11,0.11,0.10,0.08,0.09,0.09,0.09,0.10,0.09,0.11,0.10,0.09,0.10,0.13,0.10,0.13,0.13,0.13,0.14,0.13,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141103,0.13,0.14,0.14,0.13,0.13,0.15,0.14,0.16,0.08,0.09,0.09,0.09,0.10,0.09,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.10,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141104,0.09,0.09,0.09,0.10,0.09,0.09,0.12,0.13,0.13,0.14,0.15,0.16,0.15,0.16,0.14,0.13,0.17,0.18,0.14,0.17,0.14,0.14,0.15,0.16
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141105,0.15,0.16,0.14,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.10,0.11,0.11,0.12,0.11,0.10,0.10,0.10,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141106,0.09,0.09,0.09,0.09,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.10,0.11,0.11,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141107,0.11,0.11,0.11,0.13,0.15,0.17,0.19,0.14,0.19,0.18,0.19,0.19,0.22,0.21,0.17,0.15,0.15,0.17,0.17,0.16,0.20,0.16,0.13,0.16
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141108,0.12,0.08,0.06,0.06,0.07,0.07,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.10,0.11,0.11,0.11,0.12,0.12,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141109,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.10,0.11,0.10,0.12,0.13,0.19
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141110,0.13,0.14,0.12,0.12,0.11,0.15,0.25,0.23,0.18,0.17,0.13,0.12,0.12,0.12,0.12,0.13,0.15,0.19,0.17,0.15,0.15,0.14,0.15,0.16
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141111,0.14,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141112,0.12,0.11,0.11,0.10,0.11,0.11,0.13,0.17,0.19,0.15,0.15,0.13,0.14,0.14,0.14,0.15,0.19,0.22,0.22,0.17,0.15,0.12,0.12,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141113,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.12,0.11,0.12,0.13,0.12,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141114,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.10,0.10,0.10,0.11,0.11,0.12,0.13,0.30,0.23,0.28,0.22,0.19,0.18,0.15
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141115,0.14,0.14,0.15,0.14,0.09,0.10,0.10,0.11,0.11,0.10,0.11,0.10,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141116,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141117,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.24,0.23,0.19,0.23,0.23,0.22,0.19,0.23,0.20
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141118,0.19,0.18,0.17,0.16,0.15,0.14,0.16,0.19,0.18,0.26,0.29,0.31,0.35,0.34,0.36,0.33,0.19,0.09,0.09,0.09,0.12,0.14,0.14,0.14
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141119,0.14,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141120,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.12,0.15,0.14,0.12,0.12,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141121,0.11,0.11,0.11,0.12,0.11,0.11,0.13,0.13,0.12,0.12,0.14,0.14,0.15,0.15,0.16,0.17,0.17,0.16,0.14,0.14,0.15,0.15,0.15,0.14
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141122,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.13,0.13,0.13,0.15,0.13,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141123,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.15
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141124,0.14,0.13,0.13,0.14,0.15,0.16,0.19,0.18,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.27,0.14,0.12,0.13,0.13,0.13,0.12,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20141125,0.12,0.12,0.12,0.12,0.12,0.12,0.10,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.11,0.10,0.11,0.09,0.10,0.10,0.10,0.11,0.11
